Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
HVSA,1,8,10777440,10825440,0,0,0,1,0,3,0,0,0,0,0,0
HVSA,1,9,10862240,10910240,0,0,1,2,1,0,1,0,0,1,0,0
HVSA,1,10,10887200,10935200,0,1,0,1,0,0,0,0,2,0,0,0
HVSA,1,11,10920640,10968640,0,0,1,0,0,0,0,3,2,0,0,0
HVSA,1,12,10941440,10989440,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,1,13,11118720,11166720,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,14,11148480,11196480,0,0,0,0,0,0,0,3,3,1,0,0
HVSA,1,15,1072000,1120000,0,0,1,1,1,0,0,0,0,0,0,0
HVSA,1,16,1106080,1154080,0,0,0,0,0,0,0,1,3,0,0,0
HVSA,1,17,11191680,11239680,0,0,1,1,0,0,0,0,2,1,0,0
HVSA,1,18,11216480,11264480,0,0,1,1,0,0,0,0,2,0,0,0
HVSA,1,19,11257760,11305760,0,0,0,1,0,0,0,1,2,0,0,0
HVSA,1,20,11280960,11328960,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,21,11335040,11383040,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,22,11372800,11420800,0,0,0,0,2,2,0,0,0,1,0,0
HVSA,1,23,11437120,11485120,0,0,1,0,0,0,1,1,2,0,0,0
HVSA,1,24,11474400,11522400,0,0,0,3,2,0,1,0,0,0,0,0
HVSA,1,25,11549440,11597440,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,26,11578080,11626080,0,0,2,0,0,0,1,2,1,1,0,0
HVSA,1,27,11727680,11775680,0,0,3,1,0,0,0,0,0,0,0,0
HVSA,1,28,11753280,11801280,0,0,1,2,0,0,0,0,1,2,0,0
HVSA,1,29,1357280,1405280,0,1,0,0,0,0,1,0,3,2,0,0
HVSA,1,30,1384000,1432000,0,0,0,2,1,1,0,0,0,0,0,0
HVSA,1,31,11812640,11860640,0,1,0,1,0,0,3,0,2,0,0,0
HVSA,1,32,11845760,11893760,0,0,0,0,0,0,2,0,3,0,0,0
HVSA,1,33,11891680,11939680,0,0,0,1,0,0,1,0,2,0,0,0
HVSA,1,34,11992480,12040480,0,0,1,0,0,0,0,0,2,3,0,0
HVSA,1,35,12018880,12066880,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,36,12060320,12108320,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,37,1452160,1500160,0,0,0,0,0,3,0,0,0,0,0,0
HVSA,1,38,1500640,1548640,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,1,39,1526080,1574080,0,1,1,0,0,0,0,3,2,2,0,0
HVSA,1,40,1568320,1616320,0,0,1,0,0,0,0,0,2,0,0,0
HVSA,1,41,1615200,1663200,0,0,0,0,0,1,0,3,2,0,0,0
HVSA,1,42,1667840,1715840,0,1,0,0,0,0,1,0,3,0,0,0
HVSA,1,43,1706400,1754400,0,1,0,0,1,0,0,0,2,0,0,3
HVSA,1,44,1772640,1820640,0,0,0,0,0,0,0,3,3,1,0,0
HVSA,1,45,1815040,1863040,0,0,0,1,1,1,0,3,0,0,0,0
HVSA,1,46,1872320,1920320,0,0,0,0,0,0,0,3,3,1,0,0
HVSA,1,47,49760,97760,0,0,1,1,0,0,0,0,1,1,0,0
HVSA,1,48,1917280,1965280,0,0,0,1,3,0,0,1,0,1,0,0
HVSA,1,49,2131200,2179200,0,0,1,0,0,0,0,0,2,1,0,0
HVSA,1,50,2157440,2205440,0,0,0,2,0,0,0,0,1,0,0,0
HVSA,1,51,2224480,2272480,0,0,0,2,2,0,0,1,0,1,0,0
HVSA,1,52,2250720,2298720,1,1,0,1,0,0,0,1,2,0,0,0
HVSA,1,53,2279840,2327840,0,0,0,0,0,3,0,0,0,1,0,0
HVSA,1,54,2298400,2346400,0,1,0,0,0,2,0,0,1,1,0,0
HVSA,1,55,2453120,2501120,0,0,0,0,2,1,3,1,1,0,0,0
HVSA,1,56,2479680,2527680,1,1,0,2,0,0,3,0,1,0,0,0
HVSA,1,57,2529120,2577120,0,1,0,2,0,0,0,3,1,1,0,1
HVSA,1,58,2561760,2609760,0,0,1,1,0,0,0,0,1,0,0,0
HVSA,1,59,2613280,2661280,0,0,0,1,0,0,0,3,2,1,0,0
HVSA,1,60,2645440,2693440,0,0,0,0,0,1,0,0,2,0,0,0
HVSA,1,61,2702080,2750080,0,1,0,0,0,0,0,0,3,0,0,0
HVSA,1,62,2727360,2775360,0,0,0,1,0,0,0,0,2,0,0,0
HVSA,1,63,2779200,2827200,0,0,0,1,3,0,1,1,0,0,0,0
HVSA,1,64,2806720,2854720,0,0,0,1,1,0,1,0,2,0,0,2
HVSA,1,65,105920,153920,0,0,2,0,0,0,0,0,1,0,0,0
HVSA,1,66,131040,179040,0,0,0,3,0,0,1,0,0,1,0,0
HVSA,1,67,2851360,2899360,0,0,1,0,0,0,0,2,2,0,0,1
HVSA,1,68,2882240,2930240,0,0,0,1,0,0,1,0,2,0,0,2
HVSA,1,69,2903360,2951360,0,0,1,1,0,0,1,2,1,0,0,0
HVSA,1,70,2927680,2975680,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,1,71,3077280,3125280,0,0,0,1,2,0,0,0,0,0,0,0
HVSA,1,72,3101760,3149760,0,1,0,0,1,1,0,0,1,1,0,0
HVSA,1,73,3143200,3191200,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,1,74,3246720,3294720,0,0,0,1,0,1,1,2,1,1,0,0
HVSA,1,75,3294240,3342240,0,0,1,0,0,3,0,0,0,0,0,0
HVSA,1,76,3620480,3668480,0,0,0,2,0,0,0,0,1,0,0,0
HVSA,1,77,3668480,3716480,0,0,0,0,0,0,0,3,3,2,0,0
HVSA,1,78,4052480,4100480,1,1,0,0,0,0,0,0,3,0,0,0
HVSA,1,79,4098080,4146080,0,0,1,1,1,0,0,3,0,1,0,0
HVSA,1,80,4435200,4483200,0,0,0,2,0,0,0,1,1,0,0,0
HVSA,1,81,4460160,4508160,0,0,0,0,0,1,0,3,2,0,0,0
HVSA,1,82,4479680,4527680,0,0,0,0,0,0,0,2,3,2,0,0
HVSA,1,83,299200,347200,0,0,0,0,0,0,1,0,3,2,0,0
HVSA,1,84,323840,371840,0,0,0,0,2,0,1,0,1,0,0,0
HVSA,1,85,4529280,4577280,0,0,0,0,0,0,0,0,3,3,0,0
HVSA,1,86,4560160,4608160,0,0,0,0,0,0,0,0,3,3,0,1
HVSA,1,87,4588640,4636640,0,1,0,0,1,0,1,1,2,0,0,0
HVSA,1,88,4643520,4691520,0,0,0,1,2,0,1,0,1,0,0,1
HVSA,1,89,4690400,4738400,0,1,0,1,0,0,1,0,2,0,0,1
HVSA,1,90,4772480,4820480,0,0,0,1,0,2,0,2,0,0,0,0
HVSA,1,91,4810720,4858720,0,0,1,0,0,0,0,3,2,0,0,0
HVSA,1,92,4854240,4902240,0,0,0,1,0,0,1,0,2,1,0,0
HVSA,1,93,5012640,5060640,0,0,2,0,1,0,0,0,0,0,0,1
HVSA,1,94,5051840,5099840,0,0,2,0,0,0,0,3,1,0,0,0
HVSA,1,95,5312000,5360000,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,96,5346720,5394720,0,0,1,0,0,0,0,3,2,1,0,0
HVSA,1,97,5380320,5428320,0,0,0,0,0,3,0,0,0,0,0,0
HVSA,1,98,5437600,5485600,1,0,1,0,0,0,1,2,1,0,0,1
HVSA,1,99,367680,415680,0,0,0,0,0,1,0,0,2,0,0,0
HVSA,1,100,5480000,5528000,0,0,0,1,0,0,0,2,2,2,0,0
HVSA,1,101,5603680,5651680,0,0,2,0,1,0,0,0,0,0,0,1
HVSA,1,102,5628640,5676640,0,1,1,1,0,0,0,2,1,0,0,0
HVSA,1,103,5717440,5765440,0,0,0,1,0,3,1,0,0,0,0,0
HVSA,1,104,5744320,5792320,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,105,5878560,5926560,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,106,5907840,5955840,1,0,1,0,0,0,0,2,1,0,0,0
HVSA,1,107,5921600,5969600,0,0,0,1,2,0,0,2,0,1,0,0
HVSA,1,108,6097920,6145920,0,0,3,0,1,0,0,0,0,0,0,0
HVSA,1,109,6133440,6181440,0,0,0,1,0,0,0,3,2,0,0,0
HVSA,1,110,6271040,6319040,0,0,1,1,0,0,0,3,1,1,0,0
HVSA,1,111,6301920,6349920,0,1,0,0,0,0,1,0,3,0,0,0
HVSA,1,112,6456160,6504160,0,0,1,0,0,0,1,0,2,0,0,0
HVSA,1,113,6485760,6533760,0,0,0,0,0,0,0,3,3,0,0,1
HVSA,1,114,6686720,6734720,0,1,0,1,0,0,0,0,2,1,0,0
HVSA,1,115,6720640,6768640,0,0,0,2,0,0,1,2,1,0,0,0
HVSA,1,116,6760480,6808480,0,0,0,0,1,0,0,2,2,0,0,0
HVSA,1,117,6792320,6840320,0,0,0,1,1,0,0,0,1,1,0,0
HVSA,1,118,514240,562240,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,119,540640,588640,0,0,0,3,1,0,0,0,0,0,0,0
HVSA,1,120,6925440,6973440,0,0,2,0,3,0,0,2,0,1,0,0
HVSA,1,121,6956320,7004320,0,0,0,1,0,0,1,2,2,1,0,0
HVSA,1,122,7006880,7054880,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,123,7033120,7081120,0,0,0,0,2,0,1,2,1,1,0,0
HVSA,1,124,7153280,7201280,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,1,125,7179680,7227680,0,0,0,1,0,0,0,2,2,1,0,0
HVSA,1,126,7201280,7249280,0,0,0,1,1,0,0,0,1,0,0,0
HVSA,1,127,7225600,7273600,0,0,0,2,1,0,0,0,1,0,0,0
HVSA,1,128,7263360,7311360,0,0,0,2,1,0,0,1,1,1,0,0
HVSA,1,129,7292320,7340320,0,0,0,0,0,3,0,2,0,1,0,0
HVSA,1,130,7403840,7451840,0,0,1,1,0,0,0,1,2,2,0,0
HVSA,1,131,7431040,7479040,0,0,0,1,0,0,0,0,2,1,0,0
HVSA,1,132,7464320,7512320,0,0,0,2,0,0,0,2,1,0,0,0
HVSA,1,133,7490880,7538880,0,0,1,0,0,0,0,2,2,0,0,0
HVSA,1,134,7547840,7595840,0,0,1,0,0,0,0,3,2,1,0,0
HVSA,1,135,752320,800320,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,136,789920,837920,0,0,0,2,1,0,0,0,0,0,0,0
HVSA,1,137,7602240,7650240,0,0,0,1,1,1,0,3,0,1,0,0
HVSA,1,138,7647840,7695840,0,0,0,0,0,3,0,0,0,0,0,0
HVSA,1,139,7700480,7748480,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,140,7976000,8024000,0,0,1,0,0,0,0,0,2,1,0,0
HVSA,1,141,8003840,8051840,0,0,0,1,3,0,0,1,0,0,0,0
HVSA,1,142,8101440,8149440,0,0,0,2,0,0,1,0,1,1,0,0
HVSA,1,143,8125600,8173600,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,144,8178880,8226880,0,1,0,0,0,0,0,1,3,0,0,0
HVSA,1,145,8205600,8253600,0,0,0,1,0,0,0,3,2,0,0,0
HVSA,1,146,8370400,8418400,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,1,147,8424160,8472160,0,0,3,0,0,0,0,3,0,0,0,0
HVSA,1,148,8461600,8509600,0,0,2,0,0,0,0,0,1,0,0,0
HVSA,1,149,8516640,8564640,0,0,1,0,0,0,0,2,2,0,0,0
HVSA,1,150,8613440,8661440,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,151,8874560,8922560,0,1,0,0,0,0,2,0,3,1,0,0
HVSA,1,152,8900800,8948800,0,0,0,0,0,2,0,0,1,0,0,0
HVSA,1,153,827360,875360,0,0,0,1,3,0,0,2,0,0,0,0
HVSA,1,154,855360,903360,0,0,0,1,0,0,0,2,2,2,0,0
HVSA,1,155,8952000,9000000,0,0,0,0,0,0,0,1,3,1,0,0
HVSA,1,156,8988960,9036960,0,1,1,0,1,0,0,1,2,1,0,0
HVSA,1,157,9016960,9064960,0,0,0,0,1,0,1,0,2,0,0,2
HVSA,1,158,9063200,9111200,0,0,0,1,1,0,0,3,1,0,0,0
HVSA,1,159,9230880,9278880,0,0,1,1,2,0,0,0,0,0,0,0
HVSA,1,160,9269920,9317920,0,0,3,0,0,0,0,3,0,0,0,0
HVSA,1,161,9297120,9345120,0,1,0,0,0,0,0,0,3,0,0,0
HVSA,1,162,9356160,9404160,0,0,1,1,0,0,0,1,1,0,0,0
HVSA,1,163,9380960,9428960,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,1,164,9478560,9526560,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,1,165,9507840,9555840,0,0,1,2,0,0,1,0,0,0,0,0
HVSA,1,166,9556000,9604000,0,0,0,1,0,0,0,2,2,1,0,0
HVSA,1,167,9583360,9631360,0,0,1,1,0,0,0,2,2,1,0,0
HVSA,1,168,9623520,9671520,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,1,169,9691840,9739840,0,0,1,0,0,0,1,3,2,0,0,0
HVSA,1,170,9748000,9796000,0,0,0,0,0,3,0,2,0,0,0,0
HVSA,1,171,879200,927200,0,0,0,0,0,0,1,0,3,0,0,0
HVSA,1,172,9822240,9870240,0,0,0,1,1,0,0,2,1,1,0,0
HVSA,1,173,9871040,9919040,0,0,0,0,0,0,0,3,3,1,0,0
HVSA,1,174,9884960,9932960,0,0,0,0,0,0,0,3,3,1,0,0
HVSA,1,175,9964160,10012160,0,0,0,1,0,0,0,0,2,0,0,0
HVSA,1,176,9988480,10036480,0,1,1,1,1,2,1,0,1,0,0,0
HVSA,1,177,10038080,10086080,0,0,0,0,0,0,0,1,3,0,0,0
HVSA,1,178,10067360,10115360,0,0,2,1,0,0,0,3,1,0,0,0
HVSA,1,179,10176320,10224320,0,0,0,0,0,1,1,2,2,0,0,0
HVSA,1,180,10258560,10306560,0,0,1,0,0,0,0,3,2,0,0,0
HVSA,1,181,10288640,10336640,0,0,0,1,0,0,2,0,2,0,0,0
HVSA,1,182,10328640,10376640,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,1,183,10340960,10388960,0,0,0,0,1,0,1,0,2,0,0,1
HVSA,1,184,10356160,10404160,0,0,0,0,0,0,0,1,3,0,0,0
HVSA,1,185,10411520,10459520,0,0,0,2,0,1,0,1,0,0,0,0
HVSA,1,186,1008160,1056160,0,0,2,0,0,0,0,0,1,0,0,0
HVSA,1,187,975200,1023200,0,0,1,2,1,0,1,0,0,1,0,0
HVSA,2,0,6720,54720,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,2,1,42332960,42380960,0,0,0,2,2,0,0,0,0,1,0,0
HVSA,2,2,42360960,42408960,0,1,0,1,0,0,0,3,2,1,0,0
HVSA,2,3,42398880,42446880,0,1,0,1,1,3,0,3,0,1,0,0
HVSA,2,4,42431200,42479200,0,2,0,0,0,0,1,3,3,2,0,0
HVSA,2,5,43190080,43238080,0,0,0,0,1,2,0,2,1,1,0,0
HVSA,2,6,43219360,43267360,0,1,0,0,0,3,2,0,0,0,0,0
HVSA,2,7,43258560,43306560,0,0,1,1,0,2,0,3,0,0,0,0
HVSA,2,8,44645120,44693120,0,0,1,1,2,0,1,0,0,0,0,0
HVSA,2,9,44684960,44732960,0,0,0,1,1,0,0,0,1,0,0,0
HVSA,2,10,45885760,45933760,0,2,0,1,1,1,1,0,1,0,0,0
HVSA,2,11,45922400,45970400,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,2,12,46022880,46070880,0,0,0,1,2,0,0,1,0,0,0,0
HVSA,2,13,46062080,46110080,0,0,3,1,0,0,0,2,0,0,0,0
HVSA,2,14,46733760,46781760,0,1,3,1,1,0,2,0,0,0,0,0
HVSA,2,15,46765440,46813440,0,1,1,0,3,1,1,1,0,0,0,0
HVSA,2,16,46830560,46878560,0,0,0,1,0,0,0,0,2,0,0,0
HVSA,2,17,46858880,46906880,0,1,0,2,0,0,2,0,1,0,0,0
HVSA,2,18,4829760,4877760,0,1,0,0,1,3,1,1,0,0,0,0
HVSA,2,19,4857280,4905280,0,2,0,0,0,0,1,2,3,0,0,1
HVSA,2,20,5331840,5379840,0,1,0,0,1,0,0,0,2,0,0,0
HVSA,2,21,5363520,5411520,0,0,0,0,0,0,1,3,3,0,0,0
HVSA,2,22,5755520,5803520,0,1,3,3,0,0,0,0,0,0,0,0
HVSA,2,23,5803040,5851040,0,1,1,1,0,0,1,1,1,1,0,0
HVSA,2,24,5926560,5974560,0,1,0,0,0,3,0,1,0,0,0,0
HVSA,2,25,5958240,6006240,0,1,0,1,0,1,0,3,1,0,0,0
HVSA,2,26,8720480,8768480,0,0,2,1,1,0,0,0,1,0,0,0
HVSA,2,27,8748800,8796800,0,0,1,0,0,0,1,0,2,0,0,1
HVSA,2,28,8784320,8832320,0,0,1,1,0,0,0,0,1,0,0,0
HVSA,2,29,8798080,8846080,0,1,0,0,0,0,0,0,3,0,0,0
HVSA,2,30,9356480,9404480,1,1,0,0,2,0,2,0,1,0,0,0
HVSA,2,31,9388480,9436480,0,2,1,1,0,0,1,3,2,0,0,0
HVSA,2,32,9535200,9583200,0,1,0,1,1,3,1,0,0,0,0,0
HVSA,2,33,9563200,9611200,0,2,1,1,0,0,1,0,1,0,0,0
HVSA,2,34,11275840,11323840,0,1,0,0,0,3,1,0,0,0,0,0
HVSA,2,35,11305440,11353440,0,0,0,0,0,2,0,3,1,0,0,0
HVSA,2,36,197280,245280,0,0,2,1,0,0,0,2,0,0,0,0
HVSA,2,37,224160,272160,0,0,0,1,2,0,1,2,2,0,0,0
HVSA,2,38,11414560,11462560,0,0,0,1,0,1,0,3,1,0,0,0
HVSA,2,39,11441920,11489920,0,0,1,2,3,0,2,0,0,0,0,0
HVSA,2,40,11486560,11534560,0,0,1,2,1,0,0,2,0,0,0,0
HVSA,2,41,11519520,11567520,0,0,0,2,1,0,2,0,1,0,0,1
HVSA,2,42,11871840,11919840,0,1,2,0,0,1,0,3,1,0,0,0
HVSA,2,43,11898400,11946400,0,2,2,1,0,0,0,0,1,0,0,0
HVSA,2,44,12688000,12736000,0,0,0,0,0,0,0,2,3,1,0,0
HVSA,2,45,12717440,12765440,0,2,1,0,1,0,0,3,1,0,0,0
HVSA,2,46,12987200,13035200,0,1,0,0,0,0,0,0,3,2,0,0
HVSA,2,47,13016000,13064000,0,0,0,1,0,0,0,2,2,1,0,0
HVSA,2,48,13118240,13166240,0,0,2,1,0,0,0,0,0,2,0,0
HVSA,2,49,13146880,13194880,0,0,2,0,0,0,0,0,1,0,0,0
HVSA,2,50,13230240,13278240,0,1,0,1,2,0,0,0,1,0,0,0
HVSA,2,51,13276480,13324480,0,1,1,0,2,0,0,0,1,0,0,0
HVSA,2,52,13361760,13409760,0,1,1,0,0,0,0,2,2,0,0,0
HVSA,2,53,13388640,13436640,0,0,0,0,0,0,0,3,3,0,0,0
HVSA,2,54,13855040,13903040,0,3,1,0,0,0,1,1,3,0,0,0
HVSA,2,55,13889600,13937600,0,1,2,1,0,0,0,1,0,0,0,0
HVSA,2,56,13942080,13990080,0,1,1,0,0,0,0,3,2,0,0,0
HVSA,2,57,13972320,14020320,0,1,0,0,1,0,0,3,2,1,0,0
HVSA,2,58,365600,413600,0,0,2,1,1,0,0,0,0,1,0,0
HVSA,2,59,405280,453280,0,0,1,2,0,0,0,0,1,1,0,0
HVSA,2,60,14017440,14065440,0,0,0,0,0,1,0,0,2,0,0,0
HVSA,2,61,15926080,15974080,0,1,0,1,0,0,0,0,2,0,0,0
HVSA,2,62,15954400,16002400,0,2,0,0,0,2,0,0,1,0,0,0
HVSA,2,63,17074880,17122880,0,1,0,0,0,0,1,3,3,2,0,0
HVSA,2,64,17101600,17149600,0,1,0,0,0,0,0,1,3,1,0,0
HVSA,2,65,17375520,17423520,1,2,0,0,0,0,1,0,2,0,0,0
HVSA,2,66,17407680,17455680,0,0,0,1,0,0,0,3,2,1,0,0
HVSA,2,67,17440960,17488960,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,2,68,17511360,17559360,0,0,0,0,0,0,0,0,3,1,0,0
HVSA,2,69,17539200,17587200,0,0,0,2,0,0,0,0,1,0,0,0
HVSA,2,70,17587680,17635680,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,2,71,17627040,17675040,0,0,1,0,0,0,0,3,2,0,0,0
HVSA,2,72,17654400,17702400,0,0,2,0,1,0,0,1,0,0,0,0
HVSA,2,73,17694720,17742720,0,0,1,1,1,0,0,1,0,0,0,0
HVSA,2,74,17788480,17836480,0,1,0,0,2,0,1,0,1,1,0,0
HVSA,2,75,17817600,17865600,0,0,0,1,0,0,1,0,2,0,0,2
HVSA,2,76,442400,490400,0,0,0,0,0,0,1,1,3,0,0,0
HVSA,2,77,18227840,18275840,0,3,1,1,0,0,1,3,1,2,0,0
HVSA,2,78,18254400,18302400,0,1,1,1,0,0,1,3,2,1,0,0
HVSA,2,79,18554080,18602080,1,1,0,0,0,0,1,0,2,0,0,0
HVSA,2,80,18587200,18635200,0,1,1,0,0,0,0,2,2,0,0,0
HVSA,2,81,18980480,19028480,0,1,0,0,0,0,0,3,3,0,0,0
HVSA,2,82,19008000,19056000,0,1,0,0,0,0,0,0,3,0,0,0
HVSA,2,83,19284000,19332000,0,2,0,0,0,0,0,0,3,2,0,0
HVSA,2,84,19312640,19360640,1,3,0,0,0,0,3,0,2,1,0,0
HVSA,2,85,19609440,19657440,0,0,0,0,0,0,0,2,3,1,0,0
HVSA,2,86,19636160,19684160,0,1,0,1,0,0,1,2,2,0,0,0
HVSA,2,87,19961440,20009440,0,2,0,0,0,0,0,0,3,0,0,0
HVSA,2,88,19996480,20044480,0,1,1,1,0,0,0,3,1,1,0,0
HVSA,2,89,20065120,20113120,0,0,2,1,1,0,0,0,0,0,0,0
HVSA,2,90,20093600,20141600,0,0,1,0,1,0,0,3,1,0,0,0
HVSA,2,91,20533600,20581600,0,0,0,0,0,0,0,1,3,1,0,0
HVSA,2,92,20561920,20609920,0,0,0,0,2,1,0,1,0,1,0,0
HVSA,2,93,20855200,20903200,0,0,0,3,1,0,1,0,0,0,0,0
HVSA,2,94,20892000,20940000,0,1,2,0,0,0,0,3,1,0,0,0
HVSA,2,95,22407040,22455040,0,2,0,1,0,0,2,0,2,1,0,0
HVSA,2,96,22439840,22487840,0,0,2,1,2,0,0,2,0,0,0,0
HVSA,2,97,617920,665920,0,0,0,1,0,1,0,3,1,1,0,0
HVSA,2,98,644480,692480,0,0,1,0,0,1,0,3,2,0,0,0
HVSA,2,99,22727840,22775840,0,0,0,3,0,0,1,1,0,0,0,0
HVSA,2,100,22763200,22811200,0,2,1,0,0,0,1,0,2,0,0,0
HVSA,2,101,23433440,23481440,0,1,0,1,0,2,0,0,0,0,0,0
HVSA,2,102,23464000,23512000,0,1,0,2,1,0,0,2,1,0,0,0
HVSA,2,103,24264320,24312320,0,2,0,0,0,2,0,0,1,0,0,0
HVSA,2,104,24293120,24341120,0,1,1,1,0,0,1,0,1,0,0,0
HVSA,2,105,24584320,24632320,0,1,0,0,0,0,0,0,3,1,0,0
HVSA,2,106,24613760,24661760,0,0,0,1,0,0,0,3,2,1,0,0
HVSA,2,107,24664160,24712160,0,0,3,0,0,0,0,2,0,0,0,0
HVSA,2,108,24835680,24883680,0,0,0,1,3,0,0,0,0,0,0,0
HVSA,2,109,24863040,24911040,0,0,1,2,1,0,1,2,0,1,0,0
HVSA,2,110,24929760,24977760,0,0,0,0,0,0,0,0,3,0,0,1
HVSA,2,111,24956640,25004640,0,0,0,0,1,1,0,3,2,0,0,0
HVSA,2,112,25098880,25146880,0,0,0,0,3,0,0,0,0,0,0,0
HVSA,2,113,25128320,25176320,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,2,114,25171680,25219680,0,0,0,1,0,0,0,2,2,2,0,0
HVSA,2,115,25203040,25251040,0,0,1,0,2,0,0,1,1,0,0,0
HVSA,2,116,889920,937920,0,0,1,1,1,0,0,0,0,0,0,0
HVSA,2,117,921600,969600,0,1,1,2,2,0,2,0,0,0,0,0
HVSA,2,118,25220480,25268480,0,0,0,2,1,1,0,0,0,2,0,0
HVSA,2,119,25234240,25282240,0,0,0,0,0,0,0,0,3,0,0,0
HVSA,2,120,25918720,25966720,0,0,1,1,0,0,1,2,1,0,0,0
HVSA,2,121,25947680,25995680,0,0,0,0,0,0,0,2,3,0,0,0
HVSA,2,122,26359200,26407200,0,0,0,0,2,0,0,0,1,0,0,0
HVSA,2,123,26394240,26442240,0,3,0,0,1,0,1,0,2,0,0,2
HVSA,2,124,26435360,26483360,0,1,2,1,0,0,0,2,0,0,0,0
HVSA,2,125,26473600,26521600,0,0,0,0,0,0,0,1,2,1,0,0
HVSA,2,126,26501920,26549920,0,1,1,0,0,0,2,3,2,1,0,0
HVSA,2,127,28002880,28050880,0,2,0,1,3,0,2,0,0,0,0,0
HVSA,2,128,28030400,28078400,0,2,0,0,0,0,0,0,3,0,0,1
HVSA,2,129,28189280,28237280,0,1,0,1,0,0,0,0,2,0,0,2
HVSA,2,130,28220960,28268960,0,1,1,1,0,0,0,2,1,1,0,0
HVSA,2,131,28764160,28812160,0,2,0,0,0,0,1,0,3,3,0,0
HVSA,2,132,28791520,28839520,0,2,0,1,0,0,1,0,2,2,0,0
HVSA,2,133,28870880,28918880,0,0,0,0,3,0,0,1,0,1,0,0
HVSA,2,134,28897600,28945600,0,2,0,2,0,0,2,0,2,0,0,0
HVSA,2,135,2317120,2365120,0,1,2,0,0,0,1,3,1,2,0,0
HVSA,2,136,2345920,2393920,0,2,1,2,0,0,0,1,0,1,0,0
HVSA,2,137,29020160,29068160,0,1,0,0,0,0,1,1,3,1,0,0
HVSA,2,138,29047520,29095520,0,2,0,1,0,0,1,1,2,1,0,1
HVSA,2,139,29402400,29450400,0,2,1,0,0,0,0,0,3,1,0,0
HVSA,2,140,29430720,29478720,0,1,0,1,0,0,0,0,2,1,0,0
HVSA,2,141,29480640,29528640,0,0,0,0,1,3,0,0,0,0,0,0
HVSA,2,142,29509280,29557280,0,1,0,0,0,1,1,0,2,0,0,0
HVSA,2,143,29974080,30022080,0,0,0,1,3,0,0,0,0,1,0,0
HVSA,2,144,30003520,30051520,0,0,1,0,0,0,0,3,2,1,0,0
HVSA,2,145,30163680,30211680,0,0,0,0,0,1,0,0,2,2,0,0
HVSA,2,146,30192640,30240640,0,0,0,1,0,0,0,1,2,2,0,0
HVSA,2,147,31275200,31323200,1,1,0,0,0,0,1,0,2,0,0,1
HVSA,2,148,31306880,31354880,0,0,0,0,0,0,0,3,3,2,0,0
HVSA,2,149,31604640,31652640,0,0,0,1,3,0,0,0,0,0,0,0
HVSA,2,150,31639680,31687680,0,3,2,1,0,0,3,0,1,0,0,0
HVSA,2,151,31793760,31841760,0,1,1,0,0,0,0,3,2,0,0,0
HVSA,2,152,31820800,31868800,0,1,0,1,0,1,1,3,1,1,0,0
HVSA,2,153,32248000,32296000,0,1,0,1,0,0,0,2,2,1,0,0
HVSA,2,154,32276000,32324000,0,1,0,0,0,0,0,2,3,0,0,0
HVSA,2,155,32330400,32378400,0,0,0,0,0,0,0,1,3,1,0,0
HVSA,2,156,3088320,3136320,0,1,0,0,0,0,0,3,3,0,0,0
HVSA,2,157,3115360,3163360,0,2,0,0,0,0,1,2,3,1,0,0
HVSA,2,158,32760000,32808000,0,2,0,0,0,0,3,0,3,1,0,1
HVSA,2,159,32790400,32838400,0,2,0,1,1,1,1,0,2,0,0,0
